Entity,AttributeName,Attribute
劳动生产率,提出人,卡尔·马克思
长江流域资源与环境,类别,水利
长江流域资源与环境,语种,汉语
长江流域资源与环境,主办单位,中国科学院
猫苑,语种,中文
乌兰察布,中文名,乌兰察布市
乌兰察布,行政类别,地级市
乌兰察布,行政类别,地级市
南日岛,行政区类别,镇
神经痛,季节分布,四季
神经痛,传染病,否
神经痛,潜伏期,无
神经痛,就诊科室,内科
砥,笔画,10
砥,部首,石
缸,笔画,9
云梦,行政区类别,县级行政区
杜勒,性别,男
杜勒,国籍,英格兰
杜勒,运动项目,足球
杜勒,场上位置,后卫
桦甸,中文名,桦甸市
桦甸,知名产业,矿产
桦甸,行政类别,县级市
卡拉拉,性别,女
卡拉拉,国籍,意大利
卡拉拉,职业,自行车运动员
骑兵,职业,军人
骑兵,中国最早出现,战国时期
门徒,画面颜色,彩色
纺织娘,界,动物界
林业局,英文名,Forestry
吴策,性别,男
吴策,出生地,江西省
吴策,民族,汉族
吴策,国籍,中国
真,笔画,10
真,部首,目
真,部首笔划,5
黄筒花,界,植物界
黄筒花,科,列当科
黄筒花,属,黄筒花属
养老金,其它名,退休金
空载,淋雨,科学
白花芥蓝,界,植物界
白花芥蓝,门,被子植物门
白花芥蓝,纲,双子叶植物纲
白花芥蓝,亚纲,五桠果亚纲
白花芥蓝,目,白花菜目
白花芥蓝,科,十字花科
白花芥蓝,属,芸苔属
元朝,所属洲,亚洲
元朝,政治体制,君主专制政体
元朝,决策机构,中书省
元朝,官方语言,蒙古语
芜,笔画,7
益母生化散,药品类别,中药方剂
苦梓,别名,海南石梓
苦梓,界,植物界
于溪滨,性别,男
于溪滨,民族,汉族
七星椒,界,植物界
七星椒,科,芸香科
七星椒,口味,辣
黄鹤楼,所属国家,中国
法兰,类别,机械零件
粟子,中文学名,板栗
粟子,界,植物界
深渊,导演,詹姆斯
深渊,上映地区,其他
深渊,语言版本,英语
豹纹竹芋,界,植物界
豹纹竹芋,科,竹芋科
豹纹竹芋,属,竹芋属
锥尾亚目,界,动物界
杨雪毒蛾,界,动物界
杨雪毒蛾,目,鳞翅目
杨雪毒蛾,科,毒蛾科
黄昌贤,国籍,中国
黄昌贤,去世日期,1994年
紫背天葵,界,植物界
剥皮鱼,中文学名,绿鳍马面鲀
剥皮鱼,界,动物界
乙,笔画,1
乙,部首笔划,1
平武,行政类别,县
平武,行政类别,县
姜黄属,界,植物界
人造石,英文名,artificial stone
疟疾,季节分布,夏季
疟疾,传染病,是
疟疾,疫苗预防,是
疟疾,发病部位,全身
蒲葵属,界,植物界
会,笔画,6
会,部首,人
会,部首笔划,2
会,结构,上下
大头白姑鱼,界,动物界
大头白姑鱼,目,鲈形目
尖镰孢菌,界,真菌界
尖镰孢菌,纲,半知菌纲
澜沧江,别名,湄公河
澜沧江,所在洲,亚洲
澜沧江,类别,河流
澜沧江,开放时间,全天
漳州市,建立时间,1951年
漳州市,知名产业,水产
漳州市,建立时间,1951年
漳州市,行政类别,地级市
结论,英文名,conclusion
鸬鹚,界,动物界
白玉花,民族,蒙古族
白玉花,国籍,中国
宽额鳢,界,动物界
宽额鳢,科,鳢科
宽额鳢,属,鳢属
东欧,主要宗教,东正教
阿坝,建立时间,1953年
阿坝,行政类别,县
阿坝,地方方言,藏语
Person,词性,名词
猪毛菜,界,植物界
云霄,中文名,云霄县
俗,笔画,9
董安国,出生日期,1949年
董安国,性别,男
董安国,行业,医生
dT,中文名,DT
呤,笔画,8
呤,部首,口
薅,笔画,16
软枣,中文学名,黑枣
软枣,界,植物界
软枣,种,黑枣
鲟科,别名,鲟
鲟科,外文名,Acipenseridae
鲟科,界,动物界
鲟科,门,脊索动物门
鲟科,纲,硬骨鱼纲
鲟科,目,鲟形目
鲟科,属,鲟属
鲟科,种,鲟
乌贼目,界,动物界
乌贼目,门,软体动物门
乌贼目,纲,头足纲
南通大学,类型,公立大学
南通大学,学校类型,综合
云南铁杉,界,植物界
云南铁杉,科,松科
云南铁杉,属,铁杉属
珊瑚菌科,界,真菌界
丁顺,国籍,中国
胡胡伊,地理位置,阿根廷
中平树,界,植物界
絮,笔画,12
全活,词性,名词
番豆,中文学名,花生
番豆,外文名,peanut
番豆,界,植物界
番豆,门,被子植物门
番豆,纲,双子叶植物纲
番豆,目,蔷薇目
番豆,科,豆科
番豆,亚科,蝶形花亚科
番豆,属,落花生属
杨新美,性别,男
杨新美,民族,汉族
杨新美,国籍,中国
绒杜父鱼,界,动物界
绒杜父鱼,门,脊索动物门
绒杜父鱼,科,杜父鱼科
Rio,国籍,日本
Rio,出生地,东京都
Rio,民族,大和
Rio,星座,天蝎座
Rio,性感带,耳朵
久,笔画,3
实验生物学报,语种,中文
实验生物学报,出版周期,双月刊
油面筋,主要食材,面筋
油面筋,分类,面食
马拉斯,性别,男
马拉斯,国籍,希腊
马拉斯,身高,160
马拉斯,体重,50
红头丽蝇,界,动物界
娟姗牛,界,动物界
娟姗牛,门,脊索动物门
娟姗牛,纲,哺乳纲
娟姗牛,目,偶蹄目
娟姗牛,科,牛科
娟姗牛,亚科,牛亚科
娟姗牛,属,牛属
娟姗牛,种,牛种
白三叶草,界,植物界
玫瑰,界,植物界
Maria,性别,女
Maria,国籍,美国
Maria,职业,歌手
锥虫属,界,动物界
锥虫属,门,原生动物门
蒜黄,界,植物界
赫德逊,性别,男
赫德逊,国籍,英格兰
赫德逊,运动项目,足球
沙田镇,所属国,中国
单跗甲科,界,动物界
单跗甲科,门,节肢动物门
单跗甲科,纲,昆虫纲
书带草,界,植物界
书带草,门,被子植物门
书带草,纲,单子叶植物纲
书带草,目,百合目
书带草,科,百合科
书带草,属,沿阶草属
白花藤,中文学名,白藤
白花藤,界,植物界
猕猴桃属,界,植物界
莲子草,界,植物界
托克托,中文名,托克托县
托克托,知名产业,农业
托克托,行政类别,县
托克托,地方方言,晋语
非洲楝属,界,植物界
非洲楝属,门,被子植物门
非洲楝属,纲,双子叶植物纲
十二正经,中文名,十二经脉
玉蕊,界,植物界
玉蕊,纲,双子叶植物纲
玉蕊,亚纲,五桠果亚纲
黑斑绯鲤,界,动物界
黑斑绯鲤,门,脊索动物门
黑斑绯鲤,亚门,脊椎动物亚门
黑斑绯鲤,纲,硬骨鱼纲
黑斑绯鲤,亚纲,辐鳍亚纲
黑斑绯鲤,目,鲈形目
黑斑绯鲤,亚目,鲈亚目
黑斑绯鲤,科,羊鱼科
芥末,分类,调味品
豆荚野螟,界,动物界
香花枇杷,界,植物界
恭城,中文名,恭城瑶族自治县
凤凰水仙,界,植物界
凤凰水仙,门,被子植物门
凤凰水仙,纲,双子叶植物纲
凤凰水仙,亚纲,五桠果亚纲
凤凰水仙,目,杜鹃花目
凤凰水仙,科,山茶科
凤凰水仙,种,茶叶
巨胜,中文学名,芝麻
巨胜,界,植物界
杨立功,国籍,中国
杨立功,政党,中国共产党
珊瑚虫,界,动物界
珊瑚虫,门,刺胞动物门
珊瑚虫,纲,珊瑚纲
巴顿,国籍,美国
巴顿,毕业院校,西点军校
同心,地理位置,中国西北地区
蠋敌,界,动物界
蠋敌,门,节肢动物门
蠋敌,纲,昆虫纲
蠋敌,目,半翅目
蠋敌,科,蝽科
虾米,主要原料,海米
虾米,防腐剂,否
贝劳,货币,美元
贝劳,所属洲,大洋洲
贝劳,主要宗教,基督教
贝劳,官方语言,英语
贝劳,时区,UTC+9
钓鱼岛,所属国家,中国
钓鱼岛,方言,汉语
钓鱼岛,行政区类别,岛
钓鱼岛,被侵占朝代,清朝
地胡椒,界,植物界
地胡椒,科,菊科
腔孢纲,界,真菌界
腔孢纲,门,真菌门
腔孢纲,亚门,半知菌亚门
北海,政府驻地,海城区
北海,行政类别,地级市
北海,行政类别,地级市
韦恩,别名,Duke
韦恩,性别,男
韦恩,国籍,美国
矮紫杉,界,植物界
一氧化氮,别名,氧化氮
一氧化氮,化学式,NO
一氧化氮,分子量,30
一氧化氮,说明书编码,92
一氧化氮,磁性,顺磁性
黄皮果,名称,水果
黄皮果,科,芸香科
黄皮果,属,黄皮属
黄皮果,界,植物界
黄皮果,种,黄皮
黄皮果,门,被子植物门
黄皮果,纲,双子叶植物纲
绣线菊蚜,界,动物界
绣线菊蚜,目,同翅目
绣线菊蚜,科,蚜科
阿尔泰山,开放时间,全天
阿尔泰山,所在地,阿勒泰
Other,英文名,other
pO,中文名称,钋
pO,符号,Po
pO,序号,84
pO,元素分区,金属元素
真涡虫,界,动物界
真涡虫,纲,涡虫纲
金元明,地区,广西
金元明,行业,医生
林荫路,开放时间,无
家蚕,中文学名,桑蚕
家蚕,界,动物界
家蚕,门,节肢动物门
家蚕,纲,昆虫纲
家蚕,目,鳞翅目
家蚕,科,蚕蛾科
孙大容,性别,男
孙大容,民族,汉族
孙大容,国籍,中国
岔道,开放时间,无
中兴,创建时间,1985年
中兴,创建地点,深州
李先立,所处时代,清朝
Hugo,发源地,德国
泰和,中文名,泰和县
泰和,别称,太和县
泰和,建立时间,东汉末年
泰和,机场,井冈山机场
泰和,政府驻地,澄江镇
泰和,地方方言,赣语
泰和,行政类别,县
泰和,建立时间,东汉末年
日本鹌鹑,界,动物界
日本鹌鹑,目,鸡形目
日本鹌鹑,科,雉科
日本鹌鹑,属,鹑属
琪,笔画,12
琪,部首,王
光唇鱼,界,动物界
暖棚,利用,太阳能
Ec,其他外文名,EC
香川,中文名,香川县
香川,所属地区,日本
香川,政府驻地,高松市
香川,行政类别,一级行政区
香川,县鸟,杜鹃
白鹳,界,动物界
兰花美人蕉,界,植物界
兰花美人蕉,门,被子植物门
兰花美人蕉,纲,单子叶植物纲
兰花美人蕉,目,姜目
兰花美人蕉,科,美人蕉科
兰花美人蕉,属,美人蕉属
兰花美人蕉,命名者及年代,Bailey
列车,类别,交通工具
列车,早期称为,蒸汽机车
巴雷特,国家,美国
巴雷特,研发日期,1980年
巴雷特,生产日期,1982年
包谷,中文学名,玉米
包谷,外文名,corn
包谷,界,植物界
包谷,亚门,被子植物亚门
包谷,亚科,黍亚科
杜布斯,国籍,法国
恩格勒,出生日期,1944年
恩格勒,性别,男
恩格勒,国籍,德国
恩格勒,去世日期,1930年
恩格勒,职业,植物学家
鲴亚科,界,动物界
鲴亚科,门,脊索动物门
鲴亚科,纲,硬骨鱼纲
鲴亚科,目,鲤形目
鲴亚科,科,鲤科
卢森堡,货币,欧元
卢森堡,所属洲,欧洲
卢森堡,国庆日,6月23日
卢森堡,主要宗教,天主教
卢森堡,常用语言,卢森堡语
卢森堡,首都,卢森堡市
卢森堡,最大城市,卢森堡市
香根鸢尾,界,植物界
结晶状态,开本,32
三角梅,界,植物界
三角梅,门,被子植物门
三角梅,纲,双子叶植物纲
三角梅,目,石竹目
三角梅,科,紫茉莉科
檗皮,中文学名,黄柏
檗皮,界,植物界
檗皮,门,被子植物门
檗皮,纲,双子叶植物纲
檗皮,科,橄榄科
檗皮,属,黄柏属
陇西县,行政类别,县
暴徒,制片地区,美国
暴徒,对白语言,英语
暴徒,色 彩,彩色
力,86五笔,LT
步进电机,别 称,步进器
果果,性别,男
果果,国籍,中国
果果,民族,藏族
果果,政党,中国共产党
燃油泵,行 业,汽车
燃油泵,原 理,离心力
羰,笔画,15
羰,部首,羊
天花粉,界,植物界
天花粉,门,被子植物门
天花粉,纲,双子叶植物纲
天花粉,目,葫芦目
天花粉,科,葫芦科
天花粉,属,栝楼属
天花粉,种,栝楼
止咳药,用法用量,咳嗽
孕囊,由 来,子宫外孕
国民收入,英文名,national income
窄体舌鳎,界,动物界
窄体舌鳎,门,脊索动物门
窄体舌鳎,目,鲽形目
窄体舌鳎,科,舌鳎科
窄体舌鳎,属,舌鳎属
柿霜,类别,中药
柿霜,界,植物界
柿霜,门,被子植物门
柿霜,纲,双子叶植物纲
柿霜,目,柿目
柿霜,科,柿科
柿霜,属,柿属
柿霜,种,柿
洛阳伽蓝记,类别,古籍
洛阳伽蓝记,语种,汉语
茶果,地点,广东
西藏,中文名,西藏自治区
西藏,行政类别,自治区
骆肇荛,民族,汉族
骆肇荛,国籍,中国
骆肇荛,职业,教师
午,笔画,4
午,部外笔画,2
乙醚,外文名,Ether
赭,笔画,15
赭,部首,赤
赭,部首笔划,7
赖草属,界,植物界
荆条,中文学名,牡荆
荆条,界,植物界
荆条,种,牡荆
大地老虎,界,动物界
大地老虎,门,节肢动物门
大地老虎,纲,昆虫纲
大地老虎,亚纲,有翅亚纲
大地老虎,目,鳞翅目
大地老虎,科,夜蛾科
苦刺,界,植物界
苦刺,分布区域,云南
盐穗木,界,植物界
杏,界,植物界
旱柳,界,植物界
林格伦,国籍,美国
林格伦,去世日期,1939年
林格伦,职业,科学家
篆,笔画,15
篆,部首,竹
蝴蝶槐,界,植物界
蝴蝶槐,属,槐属
援,笔画,12
援,部首笔划,3
公输般,国籍,中国
海洛夫斯基,去世日期,1967年
海洛夫斯基,毕业院校,伦敦大学
剑兰,界,植物界
剑兰,门,被子植物门
剑兰,纲,单子叶植物纲
剑兰,目,百合目
剑兰,科,鸢尾科
剑兰,属,唐菖蒲属
杉藻科,界,原生生物界
杉藻科,门,红藻门
杉藻科,纲,红藻纲
牛皮菜,界,植物界
牛皮菜,门,种子植物门
陈其昌,籍贯,吉林
陈其昌,国籍,中国
陈其昌,性别,男
陈其昌,国籍,中国
陈其昌,出生地,吉林
陈其昌,职业,作家
崔涤僧,国籍,中国
碳,外文名,Carbon
碳,笔画,14
碳,部首,石
碳,化学式,C
艾尔弗雷德大学,所属地区,美国
惯性力,应用学科,建筑工程
惯性力,学科分类,物理学
呼兰县,行政类别,县
显示器,英文名,display
颈椎,所属系统,骨骼系统
西红柿,中文学名,番茄
西红柿,界,植物界
西红柿,门,被子植物门
西红柿,纲,双子叶植物纲
西红柿,亚纲,菊亚纲
西红柿,目,茄目
西红柿,科,茄科
西红柿,属,番茄属
西红柿,种,番茄
鸡爪连,中文学名,黄连
鸡爪连,界,植物界
鸡爪连,种,黄连
红木,界,植物界
红木,属,黄檀属
夏屋,性别,男
夏屋,职业,画家
夏屋,所处时代,清朝
狼山鸡,界,动物界
猴头菌,中文学名,猴头菇
猴头菌,界,真菌界
奇蹄目,界,动物界
万紫千红,近义词,花团锦簇
算术平均数,又称,均值
算术平均数,相关学科,统计学
右江,长度,724
马桑属,界,植物界
马桑属,门,被子植物门
马桑属,纲,双子叶植物纲
马桑属,科,马桑科
关木通,界,植物界
鸽,中文学名,鸽子
鸽,界,动物界
鸽,种,鸽子
云蔗,界,植物界
海维西,性别,男
海维西,出生地,布达佩斯
海维西,国籍,匈牙利
海维西,职业,化学家
闽鄂山茶,界,植物界
苹果机,中文名,苹果公司
1988年,生肖,龙
于天仁,籍贯,山东省
于天仁,国籍,中国
化,笔画,4
化,部首笔划,2
化,总笔画数,4
化,结 构,左右
化,仓 颉,OP
蟾胡子鲇,界,原生生物界
麻蝇科,中文学名,麻蝇
麻蝇科,界,动物界
f,英文名,F
f,化学,氟
盘菌科,界,植物界
铁角蕨,界,植物界
沈,笔画,7
赤城县,建立时间,1694年
赤城县,友好城市,北京
赤城县,地方方言,晋语
赤城县,地方方言,晋语
五趾跳鼠,界,动物界
五趾跳鼠,纲,哺乳纲
五趾跳鼠,目,啮齿目
五趾跳鼠,科,跳鼠科
续断,界,植物界
续断,科,川续断科
锐齿栎,中文学名,锐齿槲栎
锐齿栎,界,植物界
锐齿栎,种,锐齿槲栎
赤山湖,湖泊类型,内流河
圳,笔画,6
圳,部首,土
圳,部首笔划,3
凯氏定氮法,分类,蛋白质
格尔木,类别,城镇
平乐县,行政类别,县
腺鼠疫,传染病,是
腺鼠疫,并发症,淋巴管炎
壕,笔画,17
壕,部首,土
柴山,开放时间,全天
病原携带者,英文名,carrier
病原携带者,属性,医疗
TCA,总部所在地,London
路卡斯,国籍,西班牙
陈常铭,国籍,中国
陈常铭,职业,教育
高岗,性别,男
高岗,出生日期,1905年
高岗,国籍,中国
高岗,民族,汉族
高岗,宗教信仰,共产主义
白刺属,界,植物界
米雪,英文名,Michelle
米雪,性别,女
米雪,国籍,中国
米雪,职业,演员
taimen,中文学名,哲罗鱼
taimen,界,动物界
taimen,目,鲑形目
taimen,科,鲑科
taimen,种,哲罗鱼
造诣,词性,名词
角膜炎,并发症,失明
角膜炎,就诊科室,五官科
角膜炎,发病部位,眼部
甘棠,中文名,甘棠镇
甘棠,别称,甘棠乡
橡胶树,界,植物界
橡胶树,亚种,无
双江县,行政类别,自治县
童年,性别,男
童年,国籍,中国
动机,翻 译,motive
动机,词 性,名词
丰县,行政类别,县
丰县,行政类别,县
天然维生素E,性状,颗粒
天然维生素E,性质,脂溶性维生素
蜂巢珊瑚,界,动物界
蜂巢珊瑚,纲,珊瑚虫纲
蜂巢珊瑚,亚纲,六放珊瑚亚纲
蜂巢珊瑚,目,石珊瑚目
丹佛,机场,丹佛国际机场
可爱花,界,植物界
可爱花,分布,印度
洋地黄,外文名,digitalis
洋地黄,拉丁学名,Digitalis
洋地黄,界,植物界
洋地黄,门,被子植物门
洋地黄,纲,双子叶植物纲
洋地黄,目,唇形目
洋地黄,科,玄参科
洋地黄,属,毛地黄属
洋地黄,性状,片剂
犴,笔画,6
蟓,笔画,17
蟓,部首,虫
菽园杂记,成书时间,明代
半发酵茶,中文学名,乌龙茶
半发酵茶,别名,青茶
半发酵茶,界,植物界
蒙城县,建立时间,殷商
蒙城县,行政类别,县
蒙城县,行政类别,县
扎堆,分类,汉语
扎堆,所在地,昌都
扎堆,开放时间,全天
红龙,界,动物界
红龙,门,脊索动物门
红龙,亚门,脊椎动物亚门
红龙,纲,硬骨鱼纲
红龙,亚纲,辐鳍亚纲
升水,英文名,premium
弗州草莓,界,植物界
弗州草莓,门,被子植物门
弗州草莓,纲,双子叶植物纲
西山,类别,自然风光
西山,所在地,鄂州
马文昭,国籍,中国
自动控制系统,简称,自控系统
块菌目,界,真菌界
小冠花属,界,植物界
小冠花属,科,蝶形花科
盐腺,分泌主要成分,氯化钠
绵鳚,界,动物界
绵鳚,门,脊索动物门
绵鳚,目,鲈形目
金鲫鱼,界,动物界
龙骨山,地区,大陆
龙骨山,播放期间,2011年
龙骨山,所在地,北京
龙骨山,类别,风景名胜
龙骨山,票价,30
健康食品,防腐剂,否
菰,界,植物界
菰,门,被子植物门
菰,纲,单子叶植物纲
菰,科,禾本科
盟,笔画,13
盟,部首,皿
瘢痕,季节分布,四季
瘢痕,传染病,否
委托人,上映时间,2011年
委托人,上映地区,韩国
委托人,语言版本,英语
交会点,上映地区,南斯拉夫
交会点,画面颜色,彩色
月色,国 籍,中国
月色,民 族,汉
月色,血 型,A型
月色,体 重,55
月色,出生地,石家庄
月色,出生日期,4月24日
月色,毕业院校,河北大学
中国国防,属于,共产党
鲥,界,动物界
鲥,门,脊索动物门
鲥,亚门,脊椎动物亚门
